ayah_id,word_position,word,root_letters,root_id
7:109,3,من,,
7:109,4,قوم,قوم,1419.0
7:109,5,فرعون,فرع,1271.0
7:109,6,إن,,
7:109,7,هذا,,
7:109,8,لسحر,سحر,757.0
7:109,9,عليم,,
7:110,1,يريد,ريد,680.0
7:110,2,أن,,
7:110,3,يخرجكم,خرج,433.0
7:110,4,من,,
7:110,5,أرضكم,,
7:110,6,فماذا,,
7:110,7,تأمرون,مرو,1578.0
7:111,1,قالوا,,
7:111,2,أرجه,,
7:111,3,وأخاه,,
7:111,4,وأرسل,رسل,619.0
7:111,5,فى,,
7:111,6,لمدائن,,
7:111,7,حشرين,حشر,352.0
7:112,1,يأتوك,,
7:112,2,بكل,,
7:112,3,سحر,سحر,757.0
7:112,4,عليم,,
7:113,1,وجاء,,
7:113,2,لسحرة,سحر,757.0
7:113,3,فرعون,فرع,1271.0
7:113,4,قالوا,,
7:113,5,إن,,
7:113,6,لنا,,
7:113,7,لأجرا,,
7:113,8,إن,,
7:113,9,كنا,,
7:113,10,نحن,,
7:113,11,لغلبين,غلب,1218.0
7:114,1,قال,,
7:114,2,نعم,نعم,1693.0
7:114,3,وإنكم,,
7:114,4,لمن,,
7:114,5,لمقربين,قرب,1350.0
7:115,1,قالوا,,
7:115,2,يموسى,,
7:115,3,إما,,
7:115,4,أن,,
7:115,5,تلقى,لقى,1539.0
7:115,6,وإما,,
7:115,7,أن,,
7:115,8,نكون,كون,1489.0
7:115,9,نحن,,
7:115,10,لملقين,ملق,1604.0
7:116,1,قال,,
7:116,2,ألقوا,,
7:116,3,فلما,,
7:116,4,ألقوا,,
7:116,5,سحروا,حرو,342.0
7:116,6,أعين,عين,1183.0
7:116,7,لناس,,
7:116,8,وسترهبوهم,ستر,747.0
7:116,9,وجاءو,,
7:116,10,بسحر,سحر,757.0
7:116,11,عظيم,,
7:117,1,وأوحينا,وحي,1812.0
7:117,2,إلى,,
7:117,3,موسى,,
7:117,4,أن,,
7:117,5,ألق,,
7:117,6,عصاك,,
7:117,7,فإذا,,
7:117,8,هى,,
7:117,9,تلقف,لقف,1536.0
7:117,10,ما,,
7:117,11,يأفكون,كون,1489.0
7:118,1,فوقع,وقع,1856.0
7:118,2,لحق,لحق,1505.0
7:118,3,وبطل,بطل,139.0
7:118,4,ما,,
7:118,5,كانوا,,
7:118,6,يعملون,عمل,1158.0
7:119,1,فغلبوا,غلب,1218.0
7:119,2,هنالك,,
7:119,3,ونقلبوا,قلب,1393.0
7:119,4,صغرين,صغر,953.0
7:120,1,وألقى,لقى,1539.0
7:120,2,لسحرة,سحر,757.0
7:120,3,سجدين,سجد,749.0
7:121,1,قالوا,,
7:121,2,ءامنا,,
7:121,3,برب,,
7:121,4,لعلمين,علم,1152.0
7:122,1,رب,,
7:122,2,موسى,,
7:122,3,وهرون,,
7:123,1,قال,,
7:123,2,فرعون,فرع,1271.0
7:123,3,ءامنتم,,
7:123,4,به,,
7:123,5,قبل,قبل,1333.0
7:123,6,أن,,
7:123,7,ءاذن,,
7:123,8,لكم,,
7:123,9,إن,,
7:123,10,هذا,,
7:123,11,لمكر,مكر,1599.0
7:123,12,مكرتموه,مكر,1599.0
7:123,13,فى,,
7:123,14,لمدينة,دين,551.0
7:123,15,لتخرجوا,خرج,433.0
7:123,16,منها,,
7:123,17,أهلها,,
7:123,18,فسوف,سوف,843.0
7:123,19,تعلمون,علم,1152.0
7:124,1,لأقطعن,قطع,1382.0
7:124,2,أيديكم,,
7:124,3,وأرجلكم,رجل,599.0
7:124,4,من,,
7:124,5,خلف,خلف,472.0
7:124,6,ثم,,
7:124,7,لأصلبنكم,صلب,963.0
7:124,8,أجمعين,جمع,287.0
7:125,1,قالوا,,
7:125,2,إنا,,
7:125,3,إلى,,
7:125,4,ربنا,,
7:125,5,منقلبون,قلب,1393.0
7:126,1,وما,,
7:126,2,تنقم,نقم,1716.0
7:126,3,منا,,
7:126,4,إلا,,
7:126,5,أن,,
7:126,6,ءامنا,,
7:126,7,بـايت,,
7:126,8,ربنا,,
7:126,9,لما,,
7:126,10,جاءتنا,,
7:126,11,ربنا,,
7:126,12,أفرغ,فرغ,1272.0
7:126,13,علينا,,
7:126,14,صبرا,صبر,928.0
7:126,15,وتوفنا,,
7:126,16,مسلمين,سلم,817.0
7:127,1,وقال,,
7:127,2,لملأ,,
7:127,3,من,,
7:127,4,قوم,قوم,1419.0
7:127,5,فرعون,فرع,1271.0
7:127,6,أتذر,,
7:127,7,موسى,,
7:127,8,وقومه,قوم,1419.0
7:127,9,ليفسدوا,فسد,1279.0
7:127,10,فى,,
7:127,11,لأرض,,
7:127,12,ويذرك,,
7:127,13,وءالهتك,,
7:127,14,قال,,
7:127,15,سنقتل,قتل,1336.0
7:127,16,أبناءهم,,
7:127,17,ونستحى,,
7:127,18,نساءهم,,
7:127,19,وإنا,,
7:127,20,فوقهم,فوق,1322.0
7:127,21,قهرون,,
7:128,1,قال,,
7:128,2,موسى,,
7:128,3,لقومه,قوم,1419.0
7:128,4,ستعينوا,عين,1183.0
7:128,5,بلله,بلل,166.0
7:128,6,وصبروا,وصب,1833.0
7:128,7,إن,,
7:128,8,لأرض,,
7:128,9,لله,,
7:128,10,يورثها,ورث,1818.0
7:128,11,من,,
7:128,12,يشاء,,
7:128,13,من,,
7:128,14,عباده,,
7:128,15,ولعقبة,عقب,1142.0
7:128,16,للمتقين,,
7:129,1,قالوا,,
7:129,2,أوذينا,,
7:129,3,من,,
7:129,4,قبل,قبل,1333.0
7:129,5,أن,,
7:129,6,تأتينا,تين,208.0
7:129,7,ومن,,
7:129,8,بعد,بعد,143.0
7:129,9,ما,,
7:129,10,جئتنا,,
7:129,11,قال,,
7:129,12,عسى,,
7:129,13,ربكم,بكم,160.0
7:129,14,أن,,
7:129,15,يهلك,هلك,1771.0
7:129,16,عدوكم,عدو,1097.0
7:129,17,ويستخلفكم,خلف,472.0
7:129,18,فى,,
7:129,19,لأرض,,
7:129,20,فينظر,نظر,1687.0
7:129,21,كيف,,
7:129,22,تعملون,عمل,1158.0
7:130,1,ولقد,,
7:130,2,أخذنا,,
7:130,3,ءال,,
7:130,4,فرعون,فرع,1271.0
7:130,5,بلسنين,لسن,1517.0
7:130,6,ونقص,نقص,1712.0
7:130,7,من,,
7:130,8,لثمرت,ثمر,230.0
7:130,9,لعلهم,لهم,1548.0
7:130,10,يذكرون,ذكر,566.0
7:131,1,فإذا,,
7:131,2,جاءتهم,,
7:131,3,لحسنة,حسن,351.0
7:131,4,قالوا,,
7:131,5,لنا,,
7:131,6,هذه,,
7:131,7,وإن,,
7:131,8,تصبهم,,
7:131,9,سيئة,,
7:131,10,يطيروا,طير,1060.0
7:131,11,بموسى,,
7:131,12,ومن,,
7:131,13,معه,,
7:131,14,ألا,,
7:131,15,إنما,,
7:131,16,طئرهم,,
7:131,17,عند,عند,1164.0
7:131,18,لله,,
7:131,19,ولكن,,
7:131,20,أكثرهم,كثر,1434.0
7:131,21,لا,,
7:131,22,يعلمون,علم,1152.0
7:132,1,وقالوا,,
7:132,2,مهما,,
7:132,3,تأتنا,,
7:132,4,به,,
7:132,5,من,,
7:132,6,ءاية,,
7:132,7,لتسحرنا,سحر,757.0
7:132,8,بها,,
7:132,9,فما,,
7:132,10,نحن,,
7:132,11,لك,,
7:132,12,بمؤمنين,,
7:133,1,فأرسلنا,رسل,619.0
7:133,2,عليهم,,
7:133,3,لطوفان,طوف,1055.0
7:133,4,ولجراد,ولج,1863.0
7:133,5,ولقمل,لقم,1538.0
7:133,6,ولضفادع,,
7:133,7,ولدم,ولد,1864.0
7:133,8,ءايت,,
7:133,9,مفصلت,فصل,1287.0
7:133,10,فستكبروا,كبر,1428.0
7:133,11,وكانوا,,
7:133,12,قوما,قوم,1419.0
7:133,13,مجرمين,جرم,265.0
7:134,1,ولما,,
7:134,2,وقع,وقع,1856.0
7:134,3,عليهم,,
7:134,4,لرجز,رجز,595.0
7:134,5,قالوا,,
7:134,6,يموسى,,
7:134,7,دع,,
7:134,8,لنا,,
7:134,9,ربك,,
7:134,10,بما,,
7:134,11,عهد,عهد,1169.0
7:134,12,عندك,عند,1164.0
7:134,13,لئن,,
7:134,14,كشفت,كشف,1455.0
7:134,15,عنا,,
7:134,16,لرجز,رجز,595.0
7:134,17,لنؤمنن,منن,1608.0
7:134,18,لك,,
7:134,19,ولنرسلن,رسل,619.0
7:134,20,معك,,
7:134,21,بنى,,
7:134,22,إسرءيل,,
7:135,1,فلما,,
7:135,2,كشفنا,كشف,1455.0
7:135,3,عنهم,,
7:135,4,لرجز,رجز,595.0
7:135,5,إلى,,
7:135,6,أجل,,
7:135,7,هم,,
7:135,8,بلغوه,بلغ,165.0
7:135,9,إذا,,
7:135,10,هم,,
7:135,11,ينكثون,نكث,1718.0
7:136,1,فنتقمنا,نتق,1630.0
7:136,2,منهم,,
7:136,3,فأغرقنهم,غرق,1197.0
7:136,4,فى,,
7:136,5,ليم,,
7:136,6,بأنهم,,
7:136,7,كذبوا,كذب,1439.0
7:136,8,بـايتنا,,
7:136,9,وكانوا,,
7:136,10,عنها,,
7:136,11,غفلين,غفل,1217.0
7:137,1,وأورثنا,ورث,1818.0
7:137,2,لقوم,قوم,1419.0
7:137,3,لذين,,
7:137,4,كانوا,,
7:137,5,يستضعفون,ضعف,1002.0
7:137,6,مشرق,شرق,875.0
7:137,7,لأرض,,
7:137,8,ومغربها,غرب,1194.0
7:137,9,لتى,,
7:137,10,بركنا,ركن,658.0
7:137,11,فيها,,
7:137,12,وتمت,,
7:137,13,كلمت,كلم,1471.0
7:137,14,ربك,,
7:137,15,لحسنى,حسن,351.0
7:137,16,على,,
7:137,17,بنى,,
7:137,18,إسرءيل,,
7:137,19,بما,,
7:137,20,صبروا,صبر,928.0
7:137,21,ودمرنا,دمر,533.0
7:137,22,ما,,
7:137,23,كان,,
7:137,24,يصنع,صنع,972.0
7:137,25,فرعون,فرع,1271.0
7:137,26,وقومه,قوم,1419.0
7:137,27,وما,,
7:137,28,كانوا,,
7:137,29,يعرشون,عرش,1104.0
7:138,1,وجوزنا,جوز,305.0
7:138,2,ببنى,,
7:138,3,إسرءيل,,
7:138,4,لبحر,بحر,93.0
7:138,5,فأتوا,,
7:138,6,على,,
7:138,7,قوم,قوم,1419.0
7:138,8,يعكفون,عكف,1148.0
7:138,9,على,,
7:138,10,أصنام,,
7:138,11,لهم,لهم,1548.0
7:138,12,قالوا,,
7:138,13,يموسى,,
7:138,14,جعل,جعل,275.0
7:138,15,لنا,,
7:138,16,إلها,,
7:138,17,كما,,
7:138,18,لهم,لهم,1548.0
7:138,19,ءالهة,,
7:138,20,قال,,
7:138,21,إنكم,,
7:138,22,قوم,قوم,1419.0
7:138,23,تجهلون,جهل,299.0
7:139,1,إن,,
7:139,2,هؤلاء,,
7:139,3,متبر,تبر,186.0
7:139,4,ما,,
7:139,5,هم,,
7:139,6,فيه,,
7:139,7,وبطل,بطل,139.0
7:139,8,ما,,
7:139,9,كانوا,,
7:139,10,يعملون,عمل,1158.0
7:140,1,قال,,
7:140,2,أغير,غير,1240.0
7:140,3,لله,,
7:140,4,أبغيكم,,
7:140,5,إلها,,
7:140,6,وهو,هو,1783.0
7:140,7,فضلكم,فضل,1291.0
7:140,8,على,,
7:140,9,لعلمين,علم,1152.0
7:141,1,وإذ,,
7:141,2,أنجينكم,,
7:141,3,من,,
7:141,4,ءال,,
7:141,5,فرعون,فرع,1271.0
7:141,6,يسومونكم,سوم,846.0
7:141,7,سوء,,
7:141,8,لعذاب,,
7:141,9,يقتلون,يقت,1878.0
7:141,10,أبناءكم,,
7:141,11,ويستحيون,,
7:141,12,نساءكم,,
7:141,13,وفى,وفى,1850.0
7:141,14,ذلكم,,
7:141,15,بلاء,,
7:141,16,من,,
7:141,17,ربكم,بكم,160.0
7:141,18,عظيم,,
7:142,1,ووعدنا,وعد,1843.0
7:142,2,موسى,,
7:142,3,ثلثين,ثلث,227.0
7:142,4,ليلة,ليل,1556.0
7:142,5,وأتممنها,تمم,203.0
7:142,6,بعشر,عشر,1120.0
7:142,7,فتم,,
7:142,8,ميقت,يقت,1878.0
7:142,9,ربه,,
7:142,10,أربعين,ربع,586.0
7:142,11,ليلة,ليل,1556.0
7:142,12,وقال,,
7:142,13,موسى,,
7:142,14,لأخيه,,
7:142,15,هرون,,
7:142,16,خلفنى,خلف,472.0
7:142,17,فى,,
7:142,18,قومى,قوم,1419.0
7:142,19,وأصلح,صلح,964.0
7:142,20,ولا,,
7:142,21,تتبع,تبع,187.0
7:142,22,سبيل,,
7:142,23,لمفسدين,فسد,1279.0
7:143,1,ولما,,
7:143,2,جاء,,
7:143,3,موسى,,
7:143,4,لميقتنا,يقت,1878.0
7:143,5,وكلمه,وكل,1862.0
7:143,6,ربه,,
7:143,7,قال,,
7:143,8,رب,,
7:143,9,أرنى,,
7:143,10,أنظر,نظر,1687.0
7:143,11,إليك,,
7:143,12,قال,,
7:143,13,لن,,
7:143,14,ترىنى,,
7:143,15,ولكن,,
7:143,16,نظر,نظر,1687.0
7:143,17,إلى,,
7:143,18,لجبل,جبل,242.0
7:143,19,فإن,,
7:143,20,ستقر,,
7:143,21,مكانه,,
7:143,22,فسوف,سوف,843.0
7:143,23,ترىنى,,
7:143,24,فلما,,
7:143,25,تجلى,,
7:143,26,ربه,,
7:143,27,للجبل,جبل,242.0
7:143,28,جعله,جعل,275.0
7:143,29,دكا,,
7:143,30,وخر,,
7:143,31,موسى,,
7:143,32,صعقا,صعق,952.0
7:143,33,فلما,,
7:143,34,أفاق,,
7:143,35,قال,,
7:143,36,سبحنك,سبح,741.0
7:143,37,تبت,تبت,185.0
7:143,38,إليك,,
7:143,39,وأنا,,
7:143,40,أول,,
7:143,41,لمؤمنين,,
7:144,1,قال,,
7:144,2,يموسى,,
7:144,3,إنى,,
7:144,4,صطفيتك,,
7:144,5,على,,
7:144,6,لناس,,
7:144,7,برسلتى,رسل,619.0
7:144,8,وبكلمى,كلم,1471.0
7:144,9,فخذ,,
7:144,10,ما,,
7:144,11,ءاتيتك,,
7:144,12,وكن,,
7:144,13,من,,
7:144,14,لشكرين,شكر,897.0
7:145,1,وكتبنا,كتب,1429.0
7:145,2,له,,
7:145,3,فى,,
7:145,4,لألواح,,
7:145,5,من,,
7:145,6,كل,,
7:145,7,شىء,,
7:145,8,موعظة,وعظ,1844.0
7:145,9,وتفصيلا,,
7:145,10,لكل,,
7:145,11,شىء,,
7:145,12,فخذها,,
7:145,13,بقوة,بقو,157.0
7:145,14,وأمر,,
7:145,15,قومك,قوم,1419.0
7:145,16,يأخذوا,,
7:145,17,بأحسنها,حسن,351.0
7:145,18,سأوريكم,,
7:145,19,دار,,
7:145,20,لفسقين,فسق,1282.0
7:146,1,سأصرف,صرف,947.0
7:146,2,عن,,
7:146,3,ءايتى,,
7:146,4,لذين,,
7:146,5,يتكبرون,كبر,1428.0
7:146,6,فى,,
7:146,7,لأرض,,
7:146,8,بغير,غير,1240.0
7:146,9,لحق,لحق,1505.0
7:146,10,وإن,,
7:146,11,يروا,,
7:146,12,كل,,
7:146,13,ءاية,,
7:146,14,لا,,
7:146,15,يؤمنوا,منو,1609.0
7:146,16,بها,,
7:146,17,وإن,,
7:146,18,يروا,,
7:146,19,سبيل,,
7:146,20,لرشد,رشد,621.0
7:146,21,لا,,
7:146,22,يتخذوه,,
7:146,23,سبيلا,,
7:146,24,وإن,,
7:146,25,يروا,,
7:146,26,سبيل,,
7:146,27,لغى,,
7:146,28,يتخذوه,,
7:146,29,سبيلا,,
7:146,30,ذلك,,
7:146,31,بأنهم,,
7:146,32,كذبوا,كذب,1439.0
7:146,33,بـايتنا,,
7:146,34,وكانوا,,
7:146,35,عنها,,
7:146,36,غفلين,غفل,1217.0
7:147,1,ولذين,,
7:147,2,كذبوا,كذب,1439.0
7:147,3,بـايتنا,,
7:147,4,ولقاء,,
7:147,5,لءاخرة,,
7:147,6,حبطت,حبط,314.0
7:147,7,أعملهم,عمل,1158.0
7:147,8,هل,,
7:147,9,يجزون,,
7:147,10,إلا,,
7:147,11,ما,,
7:147,12,كانوا,,
7:147,13,يعملون,عمل,1158.0
7:148,1,وتخذ,,
7:148,2,قوم,قوم,1419.0
7:148,3,موسى,,
7:148,4,من,,
7:148,5,بعده,بعد,143.0
7:148,6,من,,
7:148,7,حليهم,,
7:148,8,عجلا,عجل,1091.0
7:148,9,جسدا,جسد,271.0
7:148,10,له,,
7:148,11,خوار,,
7:148,12,ألم,,
7:148,13,يروا,,
7:148,14,أنه,,
7:148,15,لا,,
7:148,16,يكلمهم,كلم,1471.0
7:148,17,ولا,,
7:148,18,يهديهم,,
7:148,19,سبيلا,,
7:148,20,تخذوه,,
7:148,21,وكانوا,,
7:148,22,ظلمين,ظلم,1066.0
7:149,1,ولما,,
7:149,2,سقط,سقط,799.0
7:149,3,فى,,
7:149,4,أيديهم,,
7:149,5,ورأوا,,
7:149,6,أنهم,,
7:149,7,قد,,
7:149,8,ضلوا,,
7:149,9,قالوا,,
7:149,10,لئن,,
7:149,11,لم,,
7:149,12,يرحمنا,رحم,606.0
7:149,13,ربنا,,
7:149,14,ويغفر,غفر,1215.0
7:149,15,لنا,,
7:149,16,لنكونن,كون,1489.0
7:149,17,من,,
7:149,18,لخسرين,خسر,445.0
7:150,1,ولما,,
7:150,2,رجع,رجع,597.0
7:150,3,موسى,,
7:150,4,إلى,,
7:150,5,قومه,قوم,1419.0
7:150,6,غضبن,غضب,1210.0
7:150,7,أسفا,,
7:150,8,قال,,
7:150,9,بئسما,,
7:150,10,خلفتمونى,خلف,472.0
7:150,11,من,,
7:150,12,بعدى,بعد,143.0
7:150,13,أعجلتم,عجل,1091.0
7:150,14,أمر,,
7:150,15,ربكم,بكم,160.0
7:150,16,وألقى,لقى,1539.0
7:150,17,لألواح,,
7:150,18,وأخذ,,
7:150,19,برأس,,
7:150,20,أخيه,,
7:150,21,يجره,,
7:150,22,إليه,,
7:150,23,قال,,
7:150,24,بن,,
7:150,25,أم,,
7:150,26,إن,,
7:150,27,لقوم,قوم,1419.0
7:150,28,ستضعفونى,ضعف,1002.0
7:150,29,وكادوا,,
7:150,30,يقتلوننى,يقت,1878.0
7:150,31,فلا,,
7:150,32,تشمت,شمت,902.0
7:150,33,بى,,
7:150,34,لأعداء,,
7:150,35,ولا,,
7:150,36,تجعلنى,جعل,275.0
7:150,37,مع,,
7:150,38,لقوم,قوم,1419.0
7:150,39,لظلمين,ظلم,1066.0
7:151,1,قال,,
7:151,2,رب,,
7:151,3,غفر,غفر,1215.0
7:151,4,لى,,
7:151,5,ولأخى,,
7:151,6,وأدخلنا,دخل,509.0
7:151,7,فى,,
7:151,8,رحمتك,رحم,606.0
7:151,9,وأنت,,
7:151,10,أرحم,رحم,606.0
7:151,11,لرحمين,رحم,606.0
7:152,1,إن,,
7:152,2,لذين,,
7:152,3,تخذوا,,
7:152,4,لعجل,عجل,1091.0
7:152,5,سينالهم,سين,852.0
7:152,6,غضب,غضب,1210.0
7:152,7,من,,
7:152,8,ربهم,,
7:152,9,وذلة,,
7:152,10,فى,,
7:152,11,لحيوة,,
7:152,12,لدنيا,لدن,1510.0
7:152,13,وكذلك,,
7:152,14,نجزى,جزى,270.0
7:152,15,لمفترين,فتر,1248.0
7:153,1,ولذين,,
7:153,2,عملوا,عمل,1158.0
7:153,3,لسيـات,,
7:153,4,ثم,,
7:153,5,تابوا,,
7:153,6,من,,
7:153,7,بعدها,بعد,143.0
7:153,8,وءامنوا,منو,1609.0
7:153,9,إن,,
7:153,10,ربك,,
7:153,11,من,,
7:153,12,بعدها,بعد,143.0
7:153,13,لغفور,فور,1319.0
7:153,14,رحيم,,
7:154,1,ولما,,
7:154,2,سكت,سكت,805.0
7:154,3,عن,,
7:154,4,موسى,,
7:154,5,لغضب,غضب,1210.0
7:154,6,أخذ,,
7:154,7,لألواح,,
7:154,8,وفى,وفى,1850.0
7:154,9,نسختها,نسخ,1659.0
7:154,10,هدى,هدى,1756.0
7:154,11,ورحمة,رحم,606.0
7:154,12,للذين,,
7:154,13,هم,,
7:154,14,لربهم,,
7:154,15,يرهبون,رهب,667.0
7:155,1,وختار,,
7:155,2,موسى,,
7:155,3,قومه,قوم,1419.0
7:155,4,سبعين,سبع,743.0
7:155,5,رجلا,رجل,599.0
7:155,6,لميقتنا,يقت,1878.0
7:155,7,فلما,,
7:155,8,أخذتهم,,
7:155,9,لرجفة,رجف,598.0
7:155,10,قال,,
7:155,11,رب,,
7:155,12,لو,,
7:155,13,شئت,,
7:155,14,أهلكتهم,هلك,1771.0
7:155,15,من,,
7:155,16,قبل,قبل,1333.0
7:155,17,وإيى,,
7:155,18,أتهلكنا,هلك,1771.0
7:155,19,بما,,
7:155,20,فعل,فعل,1297.0
7:155,21,لسفهاء,سفه,797.0
7:155,22,منا,,
7:155,23,إن,,
7:155,24,هى,,
7:155,25,إلا,,
7:155,26,فتنتك,فتن,1251.0
7:155,27,تضل,,
7:155,28,بها,,
7:155,29,من,,
7:155,30,تشاء,,
7:155,31,وتهدى,هدى,1756.0
7:155,32,من,,
7:155,33,تشاء,,
7:155,34,أنت,,
7:155,35,ولينا,ولي,1865.0
7:155,36,فغفر,غفر,1215.0
7:155,37,لنا,,
7:155,38,ورحمنا,رحم,606.0
7:155,39,وأنت,,
7:155,40,خير,,
7:155,41,لغفرين,غفر,1215.0
7:156,1,وكتب,كتب,1429.0
7:156,2,لنا,,
7:156,3,فى,,
7:156,4,هذه,,
7:156,5,لدنيا,لدن,1510.0
7:156,6,حسنة,حسن,351.0
7:156,7,وفى,وفى,1850.0
7:156,8,لءاخرة,,
7:156,9,إنا,,
7:156,10,هدنا,,
7:156,11,إليك,,
7:156,12,قال,,
7:156,13,عذابى,,
7:156,14,أصيب,,
7:156,15,به,,
7:156,16,من,,
7:156,17,أشاء,,
7:156,18,ورحمتى,رحم,606.0
7:156,19,وسعت,وسع,1826.0
7:156,20,كل,,
7:156,21,شىء,,
7:156,22,فسأكتبها,كتب,1429.0
7:156,23,للذين,,
7:156,24,يتقون,,
7:156,25,ويؤتون,,
7:156,26,لزكوة,زكو,709.0
7:156,27,ولذين,,
7:156,28,هم,,
7:156,29,بـايتنا,,
7:156,30,يؤمنون,منو,1609.0
7:157,1,لذين,,
7:157,2,يتبعون,تبع,187.0
7:157,3,لرسول,رسو,620.0
7:157,4,لنبى,,
7:157,5,لأمى,,
7:157,6,لذى,,
7:157,7,يجدونه,دون,550.0
7:157,8,مكتوبا,توب,206.0
7:157,9,عندهم,عند,1164.0
7:157,10,فى,,
7:157,11,لتورىة,تور,207.0
7:157,12,ولإنجيل,,
7:157,13,يأمرهم,,
7:157,14,بلمعروف,عرو,1108.0
7:157,15,وينهىهم,,
7:157,16,عن,,
7:157,17,لمنكر,نكر,1721.0
7:157,18,ويحل,,
7:157,19,لهم,لهم,1548.0
7:157,20,لطيبت,طيب,1059.0
7:157,21,ويحرم,حرم,341.0
7:157,22,عليهم,,
7:157,23,لخبئث,,
7:157,24,ويضع,,
7:157,25,عنهم,,
7:157,26,إصرهم,,
7:157,27,ولأغلل,,
7:157,28,لتى,,
7:157,29,كانت,,
7:157,30,عليهم,,
7:157,31,فلذين,,
7:157,32,ءامنوا,منو,1609.0
7:157,33,به,,
7:157,34,وعزروه,عزر,1111.0
7:157,35,ونصروه,نصر,1674.0
7:157,36,وتبعوا,تبع,187.0
7:157,37,لنور,نور,1737.0
7:157,38,لذى,,
7:157,39,أنزل,نزل,1656.0
7:157,40,معه,,
7:157,41,أولئك,,
7:157,42,هم,,
7:157,43,لمفلحون,فلح,1306.0
7:158,1,قل,,
7:158,2,يأيها,,
7:158,3,لناس,,
7:158,4,إنى,,
7:158,5,رسول,رسو,620.0
7:158,6,لله,,
7:158,7,إليكم,,
7:158,8,جميعا,,
7:158,9,لذى,,
7:158,10,له,,
7:158,11,ملك,ملك,1605.0
7:158,12,لسموت,سمو,824.0
7:158,13,ولأرض,,
7:158,14,لا,,
7:158,15,إله,,
7:158,16,إلا,,
7:158,17,هو,هو,1783.0
7:158,18,يحى,,
7:158,19,ويميت,,
7:158,20,فـامنوا,منو,1609.0
7:158,21,بلله,بلل,166.0
7:158,22,ورسوله,رسو,620.0
7:158,23,لنبى,,
7:158,24,لأمى,,
7:158,25,لذى,,
7:158,26,يؤمن,,
7:158,27,بلله,بلل,166.0
7:158,28,وكلمته,وكل,1862.0
7:158,29,وتبعوه,تبع,187.0
7:158,30,لعلكم,,
7:158,31,تهتدون,دون,550.0
7:159,1,ومن,,
7:159,2,قوم,قوم,1419.0
7:159,3,موسى,,
7:159,4,أمة,,
7:159,5,يهدون,دون,550.0
7:159,6,بلحق,لحق,1505.0
7:159,7,وبه,,
7:159,8,يعدلون,عدل,1095.0
7:160,1,وقطعنهم,قطع,1382.0
7:160,2,ثنتى,,
7:160,3,عشرة,عشر,1120.0
7:160,4,أسباطا,,
7:160,5,أمما,,
7:160,6,وأوحينا,وحي,1812.0
7:160,7,إلى,,
7:160,8,موسى,,
7:160,9,إذ,,
7:160,10,ستسقىه,سقى,803.0
7:160,11,قومه,قوم,1419.0
7:160,12,أن,,
7:160,13,ضرب,ضرب,997.0
7:160,14,بعصاك,,
7:160,15,لحجر,حجر,322.0
7:160,16,فنبجست,بجس,90.0
7:160,17,منه,,
7:160,18,ثنتا,,
7:160,19,عشرة,عشر,1120.0
7:160,20,عينا,عين,1183.0
7:160,21,قد,,
7:160,22,علم,علم,1152.0
7:160,23,كل,,
7:160,24,أناس,,
7:160,25,مشربهم,شرب,867.0
7:160,26,وظللنا,ظلل,1065.0
7:160,27,عليهم,,
7:160,28,لغمم,غمم,1228.0
7:160,29,وأنزلنا,نزل,1656.0
7:160,30,عليهم,,
7:160,31,لمن,,
7:160,32,ولسلوى,لوى,1554.0
7:160,33,كلوا,كلو,1472.0
7:160,34,من,,
7:160,35,طيبت,طيب,1059.0
7:160,36,ما,,
7:160,37,رزقنكم,رزق,616.0
7:160,38,وما,,
7:160,39,ظلمونا,ظلم,1066.0
7:160,40,ولكن,,
7:160,41,كانوا,,
7:160,42,أنفسهم,نفس,1702.0
7:160,43,يظلمون,ظلم,1066.0
7:161,1,وإذ,,
7:161,2,قيل,قيل,1422.0
7:161,3,لهم,لهم,1548.0
7:161,4,سكنوا,سكن,808.0
7:161,5,هذه,,
7:161,6,لقرية,قري,1361.0
7:161,7,وكلوا,كلو,1472.0
7:161,8,منها,,
7:161,9,حيث,,
7:161,10,شئتم,,
7:161,11,وقولوا,قول,1418.0
7:161,12,حطة,,
7:161,13,ودخلوا,دخل,509.0
7:161,14,لباب,,
7:161,15,سجدا,سجد,749.0
7:161,16,نغفر,غفر,1215.0
7:161,17,لكم,,
7:161,18,خطيـتكم,,
7:161,19,سنزيد,زيد,733.0
7:161,20,لمحسنين,لمح,1541.0
7:162,1,فبدل,بدل,102.0
7:162,2,لذين,,
7:162,3,ظلموا,ظلم,1066.0
7:162,4,منهم,,
7:162,5,قولا,قول,1418.0
7:162,6,غير,غير,1240.0
7:162,7,لذى,,
7:162,8,قيل,قيل,1422.0
7:162,9,لهم,لهم,1548.0
7:162,10,فأرسلنا,رسل,619.0
7:162,11,عليهم,,
7:162,12,رجزا,رجز,595.0
7:162,13,من,,
7:162,14,لسماء,,
7:162,15,بما,,
7:162,16,كانوا,,
7:162,17,يظلمون,ظلم,1066.0
7:163,1,وسـلهم,وسل,1828.0
7:163,2,عن,,
7:163,3,لقرية,قري,1361.0
7:163,4,لتى,,
7:163,5,كانت,,
7:163,6,حاضرة,,
7:163,7,لبحر,بحر,93.0
7:163,8,إذ,,
7:163,9,يعدون,عدو,1097.0
7:163,10,فى,,
7:163,11,لسبت,سبت,740.0
7:163,12,إذ,,
